code,name
05679P,華碩凱基45售03
056800,中砂兆豐47購01
056801,華新兆豐46購01
056802,旺宏兆豐4B購01
056803,致茂兆豐46購01
056804,毅嘉兆豐47購01
056805,盟立兆豐45購01
056806,長榮兆豐47購01
056807,大立光兆豐45購02
056808,大立光兆豐46購01
056809,力積電兆豐47購01
05680P,FBNQ2X元大45售03
056810,滬深2X元富45購03
056811,元債2X元富4B購02
056812,元債2X元富5B購01
056813,華城元富46購01
056814,聯電元富47購02
056815,聯電元富47購03
056818,聯電元富51購01
056819,鴻海元富45購07
05681P,中砂元大45售10
056820,鴻海元富45購08
056821,鴻海元富5B購01
056822,台積電元富45購13
056823,威盛元富45購03
056824,毅嘉元富47購02
056825,南亞科元富45購01
056826,緯創元富4B購01
056827,臻鼎元富45購01
056828,萬海統一4B購02
056829,緯創統一4B購01
05682P,台積電元大45售25
056830,玉晶光統一4B購02
056831,南電統一4B購01
056832,台灣50中信48購02
056833,T50正2中信45購05
056834,所羅門中信46購01
056835,萬海中信46購03
056836,台灣50永豐45購03
056837,台灣50永豐45購04
056838,上証2X永豐48購03
056839,滬深2X永豐47購03
05683P,景碩元大45售06
056840,華城永豐46購02
056841,鴻海永豐47購06
056843,鴻海永豐47購07
056844,英業達永豐46購01
056845,威盛永豐45購02
056846,長榮永豐47購01
056847,陽明永豐46購05
056848,啟�眵臚@4B購01
056849,滬深2X凱基49購02
05684P,臺股指元大4B售04
056850,美費半凱基46購02
056851,華友聯凱基45購02
056852,台達電凱基47購02
056853,金寶凱基45購03
056854,鴻海凱基45購13
056855,台積電凱基45購20
056856,台積電凱基45購21
056857,台積電凱基47購04
056858,致茂凱基46購02
056859,威盛凱基45購05
05685P,臺股指元大4B售05
056860,南亞科凱基45購03
056861,志聖凱基46購01
056862,王品凱基47購01
056863,奇鋐凱基45購06
056864,創意凱基47購03
056865,智易凱基45購01
056866,世芯凱基49購01
056867,貿聯凱基45購02
056868,東科凱基45購02
056869,晶心科凱基46購01
05686P,大同統一49售03
056870,采鈺凱基45購02
056871,萬海台新45購02
056872,緯創台新45購01
056873,創意台新45購01
056874,滬深2X元大47購07
056875,滬深2X元大48購01
056876,中砂元大48購03
056877,上銀元大45購03
056878,聯電元大49購01
056879,金寶元大4B購01
05687P,大同元富45售03
056880,楠梓電元大45購01
056881,鴻海元大47購06
056882,台積電元大4A購02
056883,友訊元大45購01
056884,友訊元大45購02
056885,技嘉元大45購05
056886,技嘉元大45購06
056887,技嘉元大45購07
056888,威盛元大45購09
056889,威盛元大45購10
05688P,可成元富45售01
056890,威盛元大48購05
056891,仲琦元大45購01
056892,建準元大45購01
056893,京元電元大45購03
056894,志聖元大45購03
056895,長榮元大45購08
056896,奇鋐元大45購10
056897,奇鋐元大45購11
056898,聯詠元大45購01
056899,文曄元大45購01
05689P,正崴國票46售06
056900,緯創元大45購07
056901,緯創元大45購08
056902,緯創元大45購09
056903,嘉澤元大45購04
056904,世芯元大45購12
056905,世芯元大45購13
056906,世芯元大45購14
056907,貿聯元大45購01
056908,神達元大45購02
056909,材料元大45購04
05690P,長榮凱基46售07
056910,天鈺元大45購01
056911,聯茂元大45購02
056912,晶心科元大45購01
056913,晶心科元大45購02
056914,天虹元大45購04
056915,台灣50群益45購04
056916,台灣50群益45購05
056917,台灣50群益45購06
056918,滬深2X群益4B購01
056919,美債2X群益4C購01
05691P,緯創凱基45售09
056920,美費半群益48購01
056921,中石化群益4A購01
056922,上銀群益46購03
056923,裕隆群益45購01
056924,聯電群益45購04
056925,鴻海群益47購07
056926,台積電群益4B購01
056927,華邦電群益47購01
056928,矽統群益47購02
056929,威盛群益48購01
05692P,貿聯凱基45售06
056930,強茂群益47購01
056931,長榮群益45購03
056932,陽明群益48購01
056933,萬海群益45購06
056934,萬海群益47購02
056935,奇鋐群益45購07
056936,欣興群益46購04
056937,緯創群益45購02
056938,世芯群益45購06
056939,世芯群益47購03
05693P,臺股指凱基4A售06
056940,材料群益45購03
056941,亞翔群益45購01
056942,緯穎群益45購03
056943,采鈺群益46購01
056944,富鼎群益47購01
056945,東哥群益45購02
056946,世紀鋼群益45購04
056947,美時富邦47購02
056948,川湖富邦48購01
056949,台積電富邦45購07
05694P,臺股指凱基4B售08
056950,台積電富邦47購01
056951,台積電富邦49購01
056952,長榮富邦47購01
056953,凱基金富邦47購01
056954,京元電國泰47購02
056955,嘉澤國泰47購01
056956,元債2X永豐53購01
056957,聯電永豐45購01
056958,聯電永豐45購02
056959,金寶永豐45購02
05695P,聯電元大45售08
056960,英業達永豐46購02
056961,技嘉永豐45購03
056962,漢翔永豐45購01
056963,聯陽永豐45購01
056964,京鼎永豐46購01
056965,健策永豐46購01
056966,世芯永豐45購09
056967,世芯永豐45購10
056968,世芯永豐46購08
056969,世芯永豐47購03
05696P,台積電元大45售27
056970,虹堡永豐45購01
056971,美債2X元富4B購02
056972,台積電元富45購14
056973,英業達元富45購01
056974,英業達元富47購03
056975,英業達元富47購04
056976,英業達元富47購05
056977,英業達元富4A購01
056978,技嘉元富45購03
056979,技嘉元富4B購01
05697P,南亞科元大45售02
056980,世芯元富45購05
056981,世芯元富48購06
056982,世芯元富4B購03
056983,S&P正2國票47購01
056984,道瓊2X國票46購02
056985,中砂國票46購02
056986,中鴻國票46購01
056987,大成鋼國票46購01
056988,橋椿國票46購01
056989,金寶國票46購02
05698P,長榮航元大45售11
056990,鴻海國票46購04
056991,順德國票46購01
056992,英業達國票46購02
056993,瑞軒國票46購01
056994,普安國票46購01
056995,萬海國票46購03
056996,漢翔國票46購01
056997,王品國票46購01
056998,大立光國票46購01
056999,聯陽國票46購01
05699P,南亞科中信45售02
057000,京鼎國票46購01
057001,華擎國票46購01
057002,辛耘國票47購01
057003,智易國票46購01
057004,穎崴國票49購01
057005,英業達台新45購01
057006,緯創台新45購02
057007,世芯台新45購01
057008,定穎控台新45購01
057009,聯電統一4A購01
05700P,鴻準凱基45售09
057010,聯電統一4B購01
057011,金寶統一4B購01
057012,鴻海統一4A購05
057013,英業達統一4B購01
057014,英業達統一4B購02
057015,技嘉統一49購01
057016,技嘉統一4A購01
057017,技嘉統一4B購01
057018,技嘉統一4B購02
057019,微星統一4A購01
05701P,正崴凱基45售05
057020,微星統一4B購01
057021,長榮統一4A購02
057022,長榮統一4B購02
057023,陽明統一4A購01
057024,緯創統一4B購02
057025,微星富邦47購01
057026,威盛富邦47購01
057027,緯創富邦49購01
057028,神達富邦47購01
057029,緯穎富邦45購02
05702P,世芯凱基45售15
057030,緯穎富邦49購01
057031,台積電中信48購02
057032,聯陽中信45購01
057033,滬深2X凱基46購07
057034,滬深2X凱基4A購03
057035,美債2X凱基4C購02
057036,美費半凱基49購01
057037,川湖凱基45購03
057038,金寶凱基4B購01
057039,友訊凱基45購01
05703P,臺股指凱基48售05
057040,英業達凱基46購01
057041,技嘉凱基45購03
057042,威盛凱基4A購04
057043,長榮凱基46購04
057044,陽明凱基47購03
057045,聯陽凱基45購01
057046,緯創凱基45購03
057047,世芯凱基46購09
057048,世芯凱基46購10
057049,神達凱基45購01
05704P,台灣50元富45售16
057050,日月光凱基46購01
057051,聯茂凱基45購01
057052,矽力凱基47購01
057053,天虹凱基49購01
057054,上証2X元大48購01
057055,上証2X元大48購02
057056,滬深2X元大49購02
057057,滬深2X元大49購03
057058,滬深2X元大49購04
057059,華友聯元大45購01
05705P,東元元富45售01
057060,中砂元大49購01
057061,上銀元大45購04
057062,聯電元大45購01
057063,聯電元大45購02
057064,聯電元大45購03
057065,金寶元大47購01
057066,金寶元大4B購02
057067,鴻海元大45購22
057068,仁寶元大45購02
057069,台積電元大4A購03
05706P,鴻準元富45售09
057070,技嘉元大45購08
057071,威盛元大47購05
057072,威盛元大4B購01
057073,京元電元大45購04
057074,京元電元大45購05
057075,京元電元大45購06
057076,志聖元大45購04
057077,長榮元大45購09
057078,萬海元大49購04
057079,奇鋐元大45購12
05707P,日電貿元富45售02
057080,聯詠元大45購02
057081,晶技元大45購03
057082,緯創元大45購10
057083,緯創元大45購11
057084,緯創元大45購12
057085,創意元大4B購02
057086,嘉澤元大45購05
057087,健策元大45購03
057088,世芯元大45購15
057089,世芯元大45購16
05708P,緯創元富45售07
057090,世芯元大4A購01
057091,貿聯元大45購03
057092,神達元大45購03
057093,日月光元大47購01
057094,訊芯元大45購01
057095,緯穎元大45購05
057096,緯穎元大45購06
057097,緯穎元大45購07
057098,天虹元大45購05
057099,寶成元大45購01
05709P,和大國票46售03
057100,台灣50群益45購08
057101,聚陽群益45購01
057102,亞力群益45購01
057103,華城群益45購02
057104,堤維西群益45購01
057105,信錦群益46購01
057106,川湖群益47購01
057107,中華群益45購01
057108,台達電群益4B購01
057109,華通群益45購01
05710P,智邦國票46售04
057110,鴻海群益45購09
057111,廣宇群益45購01
057112,華泰群益45購02
057113,台積電群益49購06
057114,宏�硌s益45購01
057115,英業達群益45購01
057116,英業達群益45購02
057117,矽統群益47購03
057118,威盛群益47購02
057119,威盛群益47購03
05711P,迅得國票45售03
057120,全新群益45購04
057121,義隆群益47購01
057122,鉅祥群益45購03
057123,普安群益45購02
057124,裕民群益47購01
057125,華航群益45購02
057126,富邦金群益45購02
057127,健和興群益45購02
057128,大立光群益45購02
057129,聯陽群益47購01
05712P,T50正2元大45售06
057130,奇鋐群益45購08
057131,亞光群益48購01
057132,聯詠群益45購01
057133,智原群益46購02
057134,景碩群益45購03
057135,緯創群益45購03
057136,昇貿群益45購01
057137,創意群益45購05
057138,群創群益45購04
057139,碩天群益47購01
05713P,景碩元大45售07
057140,世芯群益45購07
057141,世芯群益47購04
057142,貿聯群益45購02
057143,日月光群益47購01
057144,鈞興群益45購01
057145,乙盛群益47購01
057146,中租群益47購01
057147,亞翔群益45購02
057148,佳必琪群益45購02
057149,佳必琪群益47購02
05714P,鴻海永豐46售10
057150,盛群群益46購01
057151,啟�硌s益45購01
057152,保瑞群益45購05
057153,晶碩群益45購01
057154,穎崴群益45購02
057155,愛普群益47購01
057156,緯穎群益45購04
057157,龍德船群益47購01
057158,潤泰新群益45購01
057159,中租第一45購01
05715P,緯穎永豐47售04
057160,欣興中信46購01
057161,祥碩中信47購01
057162,華城凱基49購01
057163,中砂凱基46購01
057164,中鴻凱基45購02
057165,大成鋼凱基46購01
057166,上銀凱基49購01
057167,川湖凱基46購03
057168,聯電凱基45購02
057169,華通凱基45購01
05716P,智邦統一47售01
057170,鴻海凱基45購14
057171,順德凱基46購01
057172,英業達凱基45購02
057173,技嘉凱基45購04
057174,正崴凱基46購02
057175,京元電凱基45購02
057176,志聖凱基4B購01
057177,漢翔凱基46購01
057178,神基凱基45購01
057179,欣興凱基46購03
05717P,台灣50元富46售04
057180,華擎凱基45購01
057181,世芯凱基48購02
057182,新唐凱基46購01
057183,新唐凱基47購01
057184,乙盛凱基46購01
057185,穎崴凱基49購01
057186,天虹凱基45購04
057187,潤泰新凱基46購01
057188,上証2X永豐45購02
057189,美費半永豐45購01
05718P,滬深2X元富46售01
057190,華新永豐45購01
057191,上銀永豐45購01
057192,川湖永豐47購02
057193,川湖永豐48購01
057194,仁寶永豐45購01
057195,華泰永豐45購02
057196,旺宏永豐45購02
057197,佳世達永豐46購01
057198,正崴永豐45購01
057199,友達永豐45購01
05719P,達方元富46售01
057200,建準永豐45購01
057201,華航永豐45購03
057202,長榮航永豐45購02
057203,王品永豐45購01
057204,神基永豐45購01
057205,群創永豐45購01
057206,華擎永豐45購01
057207,智易永豐46購01
057208,世芯永豐4B購01
057209,世芯永豐4B購02
05720P,T50正2凱基46售04
057210,神達永豐47購01
057211,定穎控永豐45購01
057212,新唐永豐47購01
057213,祥碩永豐46購02
057214,天虹永豐45購01
057215,穎崴兆豐47購01
057216,川湖統一4B購01
057217,金寶統一51購01
057218,廣宇統一53購01
057219,正崴統一4C購01
05721P,中華凱基47售01
057220,正崴統一55購01
057221,建準統一4A購03
057222,京元電統一4B購01
057223,萬海統一49購08
057224,聯陽統一4A購01
057225,智原統一4C購02
057226,華擎統一4A購01
057227,智易統一4C購02
057228,健策統一4A購01
057229,世芯統一4B購02
05722P,皇昌凱基46售05
057230,貿聯統一4B購02
057231,新唐統一4A購01
057232,華孚統一4C購01
057233,啟�眵峇@4A購01
057234,訊芯統一4B購01
057235,緯穎統一4B購01
057236,采鈺統一4B購01
057237,波力統一55購02
057238,上証2X元富45購02
057239,上証2X元富45購03
05723P,長榮航凱基46售04
057240,大成鋼元富45購02
057241,智邦元富48購01
057242,順德元富47購02
057243,矽統元富4B購01
057244,建準元富46購01
057245,建準元富46購02
057246,建漢元富4A購01
057247,創意元富45購04
057248,世芯元富45購06
057249,世芯元富46購05
05724P,臺股指凱基46售21
057250,乙盛元富48購01
057251,富鼎元富45購01
057252,S&P反1國票47購01
057253,S&P反1國票48購01
057254,聚陽國票46購02
057255,東元國票45購01
057256,華城國票46購03
057257,和大國票46購01
057258,華通國票46購01
057259,仁寶國票46購01
05725P,台塑國票46售02
057260,華邦電國票46購01
057261,威盛國票47購02
057262,正崴國票46購02
057263,宏達電國票45購03
057264,宏達電國票47購01
057265,宏達電國票4B購01
057266,欣興國票46購02
057267,緯創國票46購04
057268,明泰國票46購01
057269,貿聯國票46購02
05726P,台化國票46售02
057270,大聯大國票46購01
057271,日月光國票46購02
057272,樺漢國票46購02
057273,緯穎國票46購01
057274,富鼎國票46購02
057275,滬深2X富邦47購05
057276,滬深2X富邦4B購01
057277,台達電富邦45購01
057278,台達電富邦47購02
057279,旺宏富邦47購01
05727P,和大國票47售01
057280,億光富邦47購01
057281,華航富邦47購01
057282,亞光富邦4B購01
057283,川湖台新45購02
057284,川湖台新45購03
057285,欣興台新45購01
057286,台灣50元大47購03
057287,T50正2元大49購01
057288,元金2X元大49購01
057289,金寶元大47購02
05728P,長榮國票47售01
057290,金寶元大48購01
057291,鴻海元大45購23
057292,廣宇元大45購01
057293,台積電元大45購16
057294,順德元大45購01
057295,順德元大45購02
057296,所羅門元大45購01
057297,矽統元大45購06
057298,技嘉元大45購09
057299,技嘉元大48購01
05729P,欣興國票47售03
057300,技嘉元大49購04
057301,京元電元大45購07
057302,京元電元大45購08
057303,長榮元大45購10
057304,陽明元大45購03
057305,萬海元大49購05
057306,奇鋐元大45購13
057307,文曄元大45購02
057308,緯創元大45購13
057309,緯創元大45購14
05730P,南電國票47售01
057310,緯創元大45購15
057311,世芯元大45購17
057312,世芯元大48購01
057313,世芯元大4A購02
057314,貿聯元大45購04
057315,神達元大45購04
057316,臻鼎元大45購03
057317,臻鼎元大45購04
057318,臻鼎元大45購05
057319,樺漢元大45購03
05731P,香港2X群益48售04
057320,緯穎元大45購08
057321,緯穎元大45購09
057322,緯穎元大45購10
057323,天虹元大4A購01
057324,臺股指元大4A購04
057325,宏泰群益45購01
057326,川湖群益45購01
057327,川湖群益47購02
057328,橋椿群益45購01
057329,聯電群益45購05
05732P,東陽群益48售01
057330,華通群益45購02
057331,鴻海群益46購06
057332,敬鵬群益45購01
057333,英業達群益45購03
057334,英業達群益45購04
057335,矽統群益45購01
057336,佳能群益45購02
057337,群光群益45購01
057338,正崴群益46購01
057339,友達群益45購02
05733P,華城群益48售01
057340,友達群益45購03
057341,仲琦群益46購01
057342,志聖群益45購01
057343,漢翔群益46購01
057344,奇鋐群益45購09
057345,零壹群益49購01
057346,欣興群益46購05
057347,欣興群益46購06
057348,建漢群益47購01
057349,景碩群益45購04
05734P,大亞群益48售01
057350,緯創群益45購04
057351,緯創群益45購05
057352,緯創群益45購06
057353,群創群益45購05
057354,世芯群益45購08
057355,世芯群益47購05
057356,世芯群益47購06
057357,永崴控群益46購01
057358,材料群益46購06
057359,臻鼎群益47購01
05735P,中華群益46售01
057360,東科群益45購02
057361,帝寶群益45購01
057362,緯穎群益45購05
057363,緯穎群益45購06
057364,富鼎群益47購02
057365,電子類群益46購01
057366,金寶富邦49購01
057367,華通富邦49購01
057368,英業達富邦45購02
057369,英業達富邦47購01
05736P,友訊群益48售01
057370,技嘉富邦45購02
057371,技嘉富邦47購01
057372,神基富邦47購01
057373,欣興富邦48購02
057374,旺宏國泰47購01
057375,微星國泰47購01
057376,漢唐國泰47購01
057377,材料國泰47購01
057378,川湖統一51購02
057379,廣宇統一4A購01
05737P,智邦群益48售01
057380,英業達統一53購01
057381,正崴統一49購01
057382,正崴統一4B購01
057383,文曄統一4C購01
057384,欣興統一49購02
057385,緯創統一4B購03
057386,緯創統一53購01
057387,神達統一4A購01
057388,神達統一4B購01
057389,神達統一4B購02
05738P,矽統群益48售02
057390,神達統一53購01
057391,立積統一4B購01
057392,立積統一4B購02
057393,立積統一4C購01
057394,立積統一53購01
057395,祥碩統一4B購01
057396,力成統一4B購01
057397,台積電元富49購01
057398,波力統一4B購01
057399,台灣50元富45購03
05739P,京城群益48售01
057400,台灣50元富45購04
057401,A50正2元富45購02
057402,國企2X元富45購02
057403,中502X元富45購01
057404,未來車元富45購01
057405,華碩元富45購01
057406,瑞昱元富47購01
057407,威盛元富46購03
057408,正崴元富45購01
057409,正崴元富45購02
05740P,裕民群益48售01
057410,長榮元富4B購03
057411,神基元富47購02
057412,德律元富46購01
057413,欣興元富45購02
057414,建漢元富47購03
057415,世芯元富4B購04
057416,貿聯元富4B購01
057417,神達元富45購01
057418,立積元富4B購01
057419,緯穎元富4B購01
05741P,景碩群益48售02
057420,南電元富45購02
057421,川湖兆豐45購02
057422,聯電兆豐47購01
057423,友訊兆豐47購01
057424,英業達兆豐45購01
057425,技嘉兆豐45購02
057426,漢唐兆豐4B購01
057427,友達兆豐47購01
057428,奇鋐兆豐46購01
057429,嘉澤兆豐45購02
05742P,碩天群益48售01
057430,神達兆豐47購01
057431,臻鼎兆豐4B購01
057432,上証2X中信48購01
057433,香港2X中信45購02
057434,美時中信48購01
057435,台積電中信4B購01
057436,威盛中信47購01
057437,長榮中信49購01
057438,緯創中信45購03
057439,緯創中信46購01
05743P,晶碩群益48售01
057441,緯創中信47購02
057442,世芯中信48購01
057443,神達中信47購01
057444,元債2X永豐46購02
057445,元債2X永豐4B購02
057446,川湖永豐49購01
057447,英業達永豐45購03
057448,英業達永豐46購03
057449,技嘉永豐45購04
05744P,穎崴群益48售02
057450,聯發科永豐47購02
057451,陽明永豐45購05
057452,陽明永豐45購06
057453,陽明永豐46購06
057454,緯創永豐45購05
057455,緯創永豐46購02
057456,緯創永豐47購02
057457,世芯永豐4A購01
057458,世芯永豐4A購02
057459,定穎控永豐47購01
05745P,緯穎群益48售01
057460,緯穎永豐45購04
057461,緯穎永豐46購01
057462,潤泰新永豐45購02
057463,A50正2國票46購03
057464,FBNQ2X國票45購01
057465,元金2X國票49購02
057466,中興電國票46購01
057467,科妍國票46購01
057468,上銀國票46購03
057469,友訊國票46購02
05746P,台積電元大46售12
057470,英業達國票46購03
057471,正崴國票46購03
057472,建準國票46購02
057473,宏達電國票49購01
057474,宏達電國票51購01
057475,長榮國票46購03
057476,富華新國票46購01
057477,健策國票46購03
057478,TPK國票46購01
057479,神達國票45購02
05747P,台灣50永豐46售03
057480,神達國票46購01
057481,台耀國票46購01
057482,材料國票46購01
057483,新唐國票46購02
057484,立積國票45購01
057485,立積國票46購02
057486,台灣50凱基47購04
057487,T50正2凱基49購01
057488,滬深2X凱基47購02
057489,S&P反1凱基49購01
05748P,大立光永豐46售04
057490,東元凱基45購01
057491,川湖凱基45購04
057492,中華凱基45購01
057493,聯電凱基45購03
057494,金寶凱基48購01
057495,鴻海凱基46購09
057496,廣宇凱基45購01
057498,華邦電凱基47購01
057499,智邦凱基46購03
05749P,世芯永豐48售04
057500,群光凱基45購01
057501,威盛凱基45購06
057503,義隆凱基47購01
057504,聯詠凱基45購01
057505,文曄凱基45購02
057506,欣興凱基46購04
057507,緯創凱基45購04
057508,嘉澤凱基46購03
057509,世芯凱基46購11
05750P,台灣50凱基46售08
057510,貿聯凱基46購03
057511,大聯大凱基46購01
057512,神達凱基46購01
057513,日月光凱基48購01
057514,臻鼎凱基45購03
057515,立積凱基45購02
057516,立積凱基45購03
057517,樺漢凱基46購01
057518,緯穎凱基45購05
057519,臺股指凱基4A購05
05751P,滬深2X凱基46售09
057520,技嘉台新45購01
057521,正崴台新45購01
057522,台灣50元大46購04
057523,台灣50元大46購05
057524,台玻元大48購01
057525,台玻元大4A購01
057526,上銀元大4B購01
057527,川湖元大45購02
057528,川湖元大45購03
057529,川湖元大4A購01
05752P,聚陽凱基47售01
057530,金寶元大45購01
057531,金寶元大48購02
057532,金寶元大4A購01
057533,鴻海元大45購24
057534,廣宇元大45購02
057535,廣宇元大45購03
057536,台積電元大45購17
057537,友訊元大45購03
057538,友訊元大45購04
057539,矽統元大45購07
05753P,聯詠凱基46售01
057540,技嘉元大45購10
057541,技嘉元大48購02
057542,技嘉元大49購05
057543,建準元大45購02
057544,京元電元大4A購01
057545,訊舟元大45購01
057546,緯創元大45購16
057547,緯創元大45購17
057548,緯創元大45購18
057549,晶相光元大45購01
05754P,祥碩凱基46售03
057550,嘉澤元大45購06
057551,健策元大45購04
057552,貿聯元大45購05
057553,貿聯元大45購06
057554,貿聯元大45購07
057555,新唐元大45購05
057556,迅得元大4B購01
057557,緯穎元大45購11
057558,緯穎元大45購12
057559,緯穎元大45購13
05755P,緯穎凱基48售03
057560,勤誠元大45購03
057561,臺股指元大46購14
057562,臺股指元大46購15
057563,台灣50群益45購10
057564,台灣50群益45購11
057565,滬深2X群益45購07
057566,A50正2群益45購02
057567,台塑群益46購01
057568,中砂群益45購06
057569,上銀群益45購03
05756P,元日2X元富46售01
057570,川湖群益47購03
057571,聯電群益46購01
057572,金寶群益45購03
057573,華通群益4B購01
057574,台積電群益4B購02
057575,友訊群益47購01
057576,凱美群益47購01
057577,技嘉群益45購04
057578,精元群益46購01
057579,威盛群益45購05
05757P,東元元富46售02
057580,京元電群益4A購01
057581,志聖群益45購02
057582,冠德群益45購01
057583,漢翔群益47購01
057584,奇鋐群益45購10
057585,緯創群益45購07
057586,嘉澤群益46購04
057587,世芯群益45購09
057588,神達群益46購01
057589,神達群益47購01
05758P,臺股指元富46售09
057590,新唐群益45購03
057591,十銓群益45購01
057592,十銓群益46購01
057593,立積群益45購02
057594,精誠群益47購01
057595,力成群益47購01
057596,訊芯群益45購01
057597,穎崴群益47購01
057598,愛普群益46購03
057599,巨大群益45購01
05759P,台玻國票47售01
057600,世紀鋼群益45購05
057601,亞泥中信45購01
057602,台塑中信45購01
057603,精元中信45購01
057604,臺股指中信46購06
057605,光寶科凱基45購01
057606,台達電永豐46購01
057607,台積電凱基49購01
057608,英業達永豐46購04
057609,全新永豐45購01
05760P,鴻海國票47售03
057610,宏達電永豐45購02
057611,冠德永豐45購01
057612,貿聯永豐45購05
057613,神達永豐45購02
057614,神達永豐45購03
057615,永崴控永豐46購01
057616,立積永豐48購01
057617,虹堡永豐47購01
057618,保瑞永豐46購01
057619,振樺電永豐46購01
05761P,友訊國票47售02
057620,勤誠永豐45購02
057621,世紀鋼永豐46購04
057622,台灣50凱基45購08
057623,台灣50凱基46購04
057624,滬深2X凱基45購11
057625,元金2X凱基46購01
057626,中502X凱基45購04
057627,美時凱基45購02
057628,台玻凱基4B購01
057629,新光鋼凱基45購01
05762P,致茂國票47售01
057630,友訊凱基45購02
057631,英業達凱基46購02
057632,華碩凱基48購01
057633,精元凱基46購01
057634,正崴凱基46購03
057635,宏達電凱基45購02
057636,冠德凱基45購01
057637,富華新凱基45購02
057638,緯創凱基45購05
057639,健策凱基45購02
05763P,漢唐國票47售01
057640,世芯凱基45購12
057641,貿聯凱基45購03
057642,神達凱基45購02
057643,材料凱基47購03
057644,新唐凱基47購02
057645,虹堡凱基45購01
057646,保瑞凱基46購01
057647,振樺電凱基45購01
057648,勤誠凱基45購03
057649,臺股指凱基46購14
05764P,南亞科國票47售01
057650,臺股指凱基46購15
057651,牧德兆豐47購01
057652,神達兆豐47購02
057653,啟�皏�豐47購01
057654,世紀鋼兆豐4B購01
057655,道瓊銀元富45購01
057656,亞泥元富45購01
057657,光寶科元富46購01
057658,光寶科元富48購01
05765P,碩天國票47售02
057660,技嘉元富45購04
057661,皇昌元富4B購01
057663,大立光元富4B購01
057664,緯創元富4B購02
057665,虹堡元富48購01
057666,勤誠元富46購01
057667,勤誠元富48購01
057668,世紀鋼元富4B購02
057669,光寶科統一4B購01
05766P,貿聯國票47售01
057670,華碩統一4B購01
057671,華碩統一4B購02
057672,奇鋐統一4B購01
057673,建漢統一4B購02
057674,景碩統一51購02
057675,神達統一4C購01
057676,神達統一55購01
057677,立積統一46購02
057678,立積統一4C購02
057679,世紀鋼統一4B購01
05767P,日月光國票47售01
057680,道瓊銅國票49購01
057681,川湖國票46購03
057682,光寶科國票46購01
057683,鴻海國票46購05
057684,冠德國票46購01
057685,潤泰全國票46購01
057686,健和興國票46購01
057687,精金國票4B購01
057688,精金國票5B購01
057689,華擎國票46購02
05768P,臺股指國票47售03
057690,牧德國票46購02
057691,貿聯國票46購03
057692,永崴控國票46購01
057693,立積國票46購03
057694,立積國票47購01
057695,立積國票49購01
057696,台灣50富邦4B購02
057697,T50正2富邦4B購01
057698,台塑富邦47購01
057699,京元電富邦47購01
05769P,臺股指國票47售04
057700,奇鋐富邦48購01
057701,嘉澤富邦48購01
057702,材料富邦46購06
057703,保瑞富邦48購01
057704,神達台新45購01
057705,A50正2元大47購01
057706,國企2X元大45購05
057707,國企2X元大47購01
057708,華城元大45購02
057709,上銀元大4B購02
05770P,臺股指富邦4C售02
057710,金寶元大49購01
057711,金寶元大4A購02
057712,鴻海元大45購25
057713,廣宇元大45購04
057714,台積電元大48購06
057715,宏�痐舅j45購03
057716,華碩元大45購06
057717,華碩元大45購07
057718,矽統元大45購08
057719,技嘉元大45購11
05771P,川湖群益48售01
057720,技嘉元大45購12
057721,技嘉元大45購13
057722,京元電元大4A購02
057723,長榮元大45購11
057724,陽明元大45購04
057725,萬海元大45購02
057726,長榮航元大45購03
057727,神基元大45購01
057728,緯創元大45購19
057729,緯創元大45購20
05772P,鴻海群益47售09
057730,緯創元大45購21
057731,嘉澤元大45購07
057732,健策元大45購05
057733,貿聯元大45購08
057734,貿聯元大45購09
057735,貿聯元大45購10
057736,神達元大45購05
057737,神達元大45購06
057738,新唐元大45購06
057739,立積元大45購03
05773P,鴻海群益48售05
057740,立積元大45購04
057741,立積元大45購05
057742,瑞祺元大45購01
057743,緯穎元大45購14
057744,上証2X群益49購01
057745,滬深2X群益45購08
057746,香港2X群益45購04
057747,力鵬群益45購01
057748,川湖群益45購02
057749,南港群益45購01
05774P,正崴群益46售03
057750,光寶科群益47購01
057751,聯電群益45購06
057752,金寶群益45購04
057753,鴻海群益45購10
057754,台積電群益4B購03
057755,智邦群益45購03
057756,技嘉群益45購05
057757,威盛群益45購06
057758,漢唐群益45購01
057759,建準群益45購05
05775P,世芯群益48售04
057760,京元電群益48購01
057761,志聖群益45購03
057762,宏達電群益47購01
057763,冠德群益46購01
057764,華固群益45購01
057765,長榮群益47購01
057766,陽明群益4A購01
057767,長榮航群益46購03
057768,奇鋐群益45購12
057769,蔚華科群益48購01
05776P,世芯群益4C售01
057770,緯創群益45購08
057771,嘉澤群益45購03
057772,牧德群益45購01
057773,世芯群益45購10
057774,貿聯群益45購03
057775,貿聯群益46購04
057776,貿聯群益47購02
057777,神達群益46購02
057778,神達群益47購02
057779,永崴控群益45購01
05777P,佳必琪群益48售01
057780,材料群益45購04
057781,立積群益45購03
057782,崇越群益47購01
057783,佳必琪群益45購03
057784,樺漢群益46購02
057785,迅得群益49購01
057786,晶心科群益46購02
057787,緯穎群益45購07
057788,世紀鋼群益45購06
057789,東元兆豐4B購01
05778P,南電群益46售01
057790,華碩兆豐47購01
057791,正崴兆豐47購01
057792,長榮航兆豐47購01
057793,貿聯兆豐4B購01
